Attr0_X,Attr1_X,Attr2_X,Attr3_X,Attr4_X,Attr5_X,Attr6_X,Attr7_T,Attr8_T,Attr9_X,Attr10_X,Attr11_X,Attr12_X,outcome
20,4,14,9,2,3,0,4,1,42,47,41,39,0
25,4,8,9,4,12,0,4,1,42,47,39,39,1
14,4,11,15,2,14,0,4,1,42,47,43,39,1
22,4,2,10,2,4,3,4,0,42,47,60,39,0
65,4,11,13,2,1,3,4,1,42,47,60,39,0
41,4,9,10,0,1,5,4,0,42,47,41,39,0
43,4,15,12,2,10,0,4,1,42,47,41,39,1
20,4,15,10,0,11,0,4,0,42,47,41,39,1
23,4,8,10,0,10,3,4,1,42,47,21,39,0
30,4,11,3,0,7,3,4,1,42,47,41,39,0
15,4,1,9,2,10,0,4,1,42,47,60,39,0
49,4,0,9,2,12,0,4,1,42,47,41,39,1
40,4,11,9,2,1,0,4,1,42,47,16,39,0
27,4,15,10,2,3,1,4,1,42,47,41,39,0
17,6,11,13,2,10,1,4,0,42,47,46,39,1
21,4,1,10,0,3,0,2,1,42,96,41,39,1
9,4,6,9,2,12,3,4,0,42,47,41,39,0
26,4,7,10,2,8,1,4,1,42,47,26,39,0
31,4,4,9,2,3,0,1,1,42,47,41,39,0
5,4,11,9,4,7,0,4,1,42,47,41,39,0
35,4,11,12,4,0,0,4,1,42,47,7,39,0
5,6,11,10,2,3,3,4,1,42,47,49,12,0
48,4,12,5,2,10,0,4,1,42,47,46,39,0
29,2,15,12,4,10,1,4,1,42,47,41,39,0
54,5,15,3,2,10,1,4,1,42,47,46,39,0
18,4,7,9,4,8,0,4,1,96,47,31,39,1
21,4,11,11,4,1,0,4,0,42,47,9,39,0
44,4,11,9,2,0,0,4,1,42,47,25,39,1
55,7,15,5,2,0,0,4,0,42,47,41,39,0
24,4,2,13,4,5,3,4,1,98,47,80,39,0
11,4,4,10,2,5,0,4,1,42,47,31,39,0
7,4,15,7,2,10,1,4,1,42,96,33,39,0
53,4,15,9,2,8,1,4,1,42,47,41,39,0
27,0,4,9,2,10,0,4,0,42,47,17,39,0
12,4,1,9,2,3,0,1,1,42,47,46,39,0
28,4,11,10,4,1,0,4,1,97,94,36,39,0
49,6,9,10,3,11,1,4,1,95,47,41,39,1
14,2,1,9,2,8,1,4,1,42,47,41,39,0
53,4,11,14,2,12,3,4,0,42,47,41,32,0
27,4,14,5,4,4,3,4,1,42,47,56,39,0
20,4,15,10,2,4,3,4,0,95,47,41,39,0
20,4,15,13,6,8,0,4,1,42,47,31,39,0
20,4,12,10,4,4,5,2,1,42,47,46,39,1
27,4,15,13,4,8,1,4,1,42,47,36,39,0
23,4,15,7,0,3,2,4,1,42,47,46,39,0
36,4,15,13,0,4,4,4,1,42,47,50,39,0
38,4,15,10,0,10,0,4,0,42,47,41,39,0
14,4,11,10,4,1,1,4,0,42,47,31,39,0
7,4,15,11,2,8,3,4,1,42,47,70,39,0
31,6,8,12,2,10,2,4,1,95,47,41,39,0
20,4,10,9,2,3,0,4,1,94,47,50,39,1
58,4,15,14,4,14,1,4,1,42,47,46,39,0
26,4,8,12,2,0,0,4,0,42,47,41,30,1
33,4,11,12,2,13,2,4,0,42,47,41,39,1
10,4,1,9,2,1,4,4,1,42,47,41,26,0
18,4,11,13,2,7,3,3,1,42,47,21,39,0
17,4,11,10,5,8,0,4,1,42,47,62,39,0
19,4,14,10,2,8,5,4,1,42,47,41,39,0
25,2,11,3,2,6,3,2,0,42,47,41,39,0
17,4,11,8,2,13,1,4,1,42,47,21,2,0
16,4,11,10,2,3,1,4,1,42,47,25,39,1
39,4,9,13,2,14,0,4,1,42,47,33,39,0
12,4,9,13,4,8,0,2,0,93,47,55,39,0
39,4,11,10,0,3,0,4,1,42,47,41,39,0
13,5,0,13,4,13,4,4,0,42,47,41,39,0
22,-1,7,7,0,3,0,4,1,42,47,41,39,0
22,4,15,14,4,8,5,4,0,42,47,41,39,1
25,4,15,7,4,8,3,4,1,42,96,50,39,0
37,4,10,2,4,4,0,0,1,42,47,50,39,1
38,4,11,14,4,4,1,4,1,42,47,41,39,0
35,2,9,13,4,1,0,2,1,42,47,16,39,1
26,4,15,11,5,6,1,4,0,42,47,41,39,1
19,4,5,6,2,10,4,4,1,42,47,41,39,0
10,4,15,13,2,4,0,4,1,42,47,41,39,0
19,4,9,10,5,11,1,4,1,93,47,41,39,0
23,4,11,10,0,3,0,4,1,42,47,41,39,0
26,4,15,13,2,8,5,4,0,42,47,4,39,0
14,4,11,7,5,12,0,4,1,42,47,41,30,0
47,4,11,5,2,3,1,4,0,42,47,41,39,1
32,4,11,9,2,0,1,4,1,42,47,41,39,0
37,4,9,10,2,1,1,4,1,42,47,37,24,0
27,6,6,10,2,4,1,4,1,42,47,60,39,0
41,4,5,11,4,-1,1,4,1,42,47,41,39,0
25,4,7,4,4,3,1,4,1,42,47,40,39,0
37,4,15,12,4,7,0,4,0,42,47,46,39,0
46,5,11,10,4,4,3,4,1,42,47,51,39,1
48,4,9,10,2,3,4,4,1,42,47,36,26,0
46,4,11,10,2,4,1,4,1,42,47,41,39,0
67,4,14,1,0,10,1,4,1,42,47,21,39,0
51,1,9,13,2,5,1,4,1,42,47,50,39,1
26,4,6,10,2,8,1,4,1,42,47,41,39,0
28,4,10,10,0,7,4,4,1,42,47,70,39,0
38,1,11,13,2,13,1,4,0,42,47,21,39,0
20,6,9,13,4,1,1,4,1,42,47,41,39,0
6,4,11,13,4,1,1,4,0,42,47,41,39,0
23,4,11,9,2,13,0,4,1,42,47,41,39,0
32,4,11,11,2,8,3,4,0,42,47,50,22,1
15,4,11,9,2,10,0,2,1,42,47,41,39,0
35,4,11,16,0,3,1,4,1,42,47,41,39,0
12,4,11,7,4,8,0,4,0,42,47,58,0,0
29,4,11,10,2,12,4,4,1,42,47,41,39,0
23,2,11,9,2,8,0,4,0,42,47,50,39,0
23,4,11,6,4,12,1,4,1,42,47,52,39,1
9,4,9,10,0,3,0,4,0,42,47,41,39,0
16,4,9,11,4,4,3,2,1,42,47,41,39,0
17,4,8,9,3,8,0,4,0,42,47,11,39,0
15,0,9,9,4,7,5,4,1,42,47,41,39,0
8,2,11,13,0,12,0,0,1,42,47,52,39,0
41,4,12,9,4,4,0,4,1,42,47,55,39,0
8,4,6,9,0,10,0,4,1,42,47,36,39,0
23,2,11,14,2,7,3,2,1,42,96,41,39,0
39,4,15,10,4,7,1,4,1,42,47,46,39,0
32,6,0,13,0,8,1,4,1,42,47,41,39,0
39,6,9,9,4,13,0,1,1,42,47,41,39,0
25,4,9,10,0,12,3,4,0,42,47,31,39,0
22,6,8,10,0,14,1,4,0,42,47,60,39,1
9,4,15,12,4,12,4,4,0,42,47,36,39,0
15,4,9,4,4,8,4,1,0,42,47,41,39,0
29,4,9,15,2,8,1,4,1,90,47,41,39,0
17,0,8,11,2,8,2,4,1,42,47,41,39,0
8,4,15,9,6,12,1,4,1,42,47,41,39,0
8,4,5,7,2,0,4,4,1,42,95,31,39,1
16,4,9,10,4,4,2,4,0,42,47,41,39,0
40,4,6,10,2,4,0,4,1,42,47,29,39,0
36,4,8,9,4,1,1,4,1,42,47,46,39,1
10,4,11,10,0,4,0,4,1,42,47,62,39,0
12,4,11,10,4,3,0,4,1,42,47,47,39,0
22,4,0,9,2,5,1,4,0,42,47,60,39,0
19,4,9,6,2,0,2,1,1,42,47,21,39,1
13,0,11,14,4,7,3,4,0,42,47,41,39,0
29,4,11,11,2,1,0,4,0,42,47,31,39,0
37,4,9,6,2,1,0,4,1,42,47,41,39,0
26,4,0,9,2,1,0,1,0,95,47,41,39,0
40,4,9,9,4,10,1,4,1,42,47,41,39,0
49,4,11,9,0,4,5,4,1,42,47,41,2,0
12,4,15,9,2,12,4,4,0,42,47,41,39,1
23,4,11,10,2,12,0,4,1,42,47,41,39,0
28,4,7,9,2,11,3,4,1,93,47,41,39,0
23,-1,0,12,2,3,4,4,0,42,47,25,39,0
43,4,11,6,4,3,0,2,1,42,47,41,39,0
29,4,9,9,2,0,0,4,1,42,47,49,39,0
34,4,11,9,2,7,0,3,1,42,47,26,26,0
17,4,1,10,3,12,1,4,0,42,47,41,39,1
23,4,11,9,4,0,0,4,1,42,47,41,39,0
26,6,12,13,0,8,1,4,1,42,47,41,39,0
46,4,9,6,2,14,3,4,0,42,47,41,39,1
33,4,11,9,2,10,0,4,1,90,47,11,39,0
49,1,8,10,2,3,1,4,1,42,47,46,39,1
9,4,15,10,2,12,3,4,0,42,47,46,39,0
5,4,9,10,2,8,1,4,1,42,47,41,39,0
25,4,15,10,2,5,1,4,0,42,47,60,26,0
36,4,11,16,0,6,3,4,1,42,47,41,39,0
11,4,15,9,4,0,0,4,0,93,47,39,39,0
8,4,15,10,4,8,0,4,0,42,47,46,3,0
14,4,6,9,0,9,0,4,1,42,47,41,39,0
24,-1,14,9,2,12,1,4,1,42,47,41,39,1
21,1,9,10,4,12,0,4,1,42,47,50,39,0
48,4,12,10,0,12,3,4,0,42,47,41,0,1
35,4,15,10,4,8,0,4,1,42,47,41,39,0
13,4,9,9,0,12,0,4,0,42,47,36,39,0
39,5,0,9,2,3,0,1,1,42,47,50,39,1
45,4,11,14,4,1,4,4,0,42,47,16,39,0
25,4,11,10,4,8,1,4,0,42,47,55,39,1
24,4,8,8,2,3,0,4,1,94,47,55,39,0
11,4,11,10,2,12,5,4,0,42,47,41,39,1
39,4,12,7,4,12,1,4,1,42,47,41,30,0
29,4,11,13,2,3,1,4,1,42,47,50,39,0
38,6,4,10,2,0,0,4,0,42,47,21,39,0
32,4,11,13,6,7,0,4,0,42,47,41,39,0
21,4,12,9,4,-1,0,4,1,42,47,31,39,0
8,4,15,10,6,0,3,4,1,42,47,41,39,0
15,4,15,9,6,8,0,4,1,42,47,55,39,0
24,4,9,9,2,8,3,4,1,42,47,41,39,0
40,4,11,10,2,12,1,4,1,42,47,41,39,1
21,4,6,10,2,4,0,4,1,42,47,31,39,0
49,4,14,10,4,10,1,4,1,42,47,13,39,0
27,2,11,10,4,3,5,4,1,42,47,41,39,1
29,4,11,10,2,1,0,1,1,42,47,41,21,0
16,4,15,10,2,12,0,4,0,92,47,33,39,0
29,4,15,9,2,3,0,4,1,42,47,53,39,0
17,2,9,9,2,11,0,4,0,42,47,50,39,0
22,4,9,10,4,8,3,4,0,42,47,21,39,0
14,4,11,7,4,12,0,4,1,42,47,41,39,0
37,4,11,10,0,10,0,2,0,42,47,60,39,0
22,2,4,9,2,3,0,4,1,42,47,50,39,0
15,4,15,14,2,10,1,4,0,42,47,41,39,0
14,4,8,13,2,7,3,4,0,93,47,41,39,1
11,4,10,9,2,1,3,4,0,42,95,41,39,1
25,4,7,9,2,5,1,4,1,42,47,17,39,0
56,4,9,10,0,3,1,2,1,42,47,60,39,1
25,4,9,9,2,8,4,4,0,42,47,56,39,0
6,4,11,2,0,4,1,4,1,42,99,46,39,0
38,4,9,10,2,4,1,4,1,42,47,60,36,0
30,0,11,9,2,8,0,4,1,42,47,50,30,0
9,4,15,10,0,8,2,4,0,42,47,11,39,1
16,4,9,3,4,12,1,4,1,42,47,46,39,0
31,4,15,12,2,10,1,4,0,42,47,41,39,0
23,7,9,10,0,3,4,2,1,42,47,41,39,0
31,4,11,9,2,8,4,4,1,42,47,49,8,1
15,6,1,9,4,1,1,2,1,42,47,41,39,1
14,4,14,7,4,1,4,4,1,42,47,41,39,0
14,4,11,9,0,1,0,4,1,42,47,31,39,0
44,4,15,10,4,10,4,4,1,42,47,38,39,0
27,4,15,9,2,7,0,4,1,42,47,11,39,0
27,4,15,9,0,10,3,4,1,42,47,41,39,1
49,4,11,16,2,4,1,4,1,42,47,41,39,0
42,2,9,10,2,1,1,4,0,42,47,41,39,1
28,5,11,9,4,3,0,4,0,42,47,98,23,0
47,4,11,9,0,8,4,4,1,42,47,41,39,0
27,4,1,14,2,1,3,4,1,42,47,41,26,0
19,5,6,3,2,14,1,4,0,42,47,31,33,0
36,4,11,10,2,12,0,2,1,42,47,41,39,0
10,4,11,9,2,11,0,4,1,42,47,41,39,0
16,6,11,13,4,3,1,4,1,42,94,21,39,1
10,4,9,10,2,1,0,4,1,42,47,41,26,0
30,6,9,9,0,12,2,4,1,42,47,41,39,0
11,4,11,10,4,7,0,4,0,42,47,50,39,1
24,6,12,9,2,12,0,4,1,42,47,41,39,0
23,6,1,14,0,12,0,4,0,42,47,41,39,0
18,7,11,7,4,7,1,4,1,42,47,46,39,0
8,4,14,13,2,5,0,4,0,42,47,41,6,0
27,6,5,10,2,3,0,4,1,42,47,41,39,1
33,4,15,10,4,4,3,2,0,42,47,31,39,0
21,6,1,6,2,11,2,4,0,42,47,16,26,0
12,6,11,9,4,1,0,4,1,42,47,41,39,1
32,-1,4,9,2,10,1,4,1,42,47,41,39,0
23,5,11,13,4,10,0,2,0,42,47,41,39,0
10,4,10,9,6,4,1,0,0,42,47,41,39,0
57,4,7,13,2,4,0,4,1,42,47,50,39,0
22,7,15,9,4,10,0,4,1,42,47,39,39,0
15,7,9,2,2,4,0,4,0,42,47,41,39,0
35,4,9,5,0,10,1,4,1,42,47,41,39,0
12,4,9,9,2,4,1,4,0,42,47,31,39,0
21,4,11,9,2,1,1,4,1,42,47,44,39,1
20,6,11,10,4,10,1,4,0,88,47,41,39,1
21,2,9,9,4,7,4,4,1,42,47,36,26,0
42,6,15,9,2,8,0,4,0,42,47,21,39,0
18,4,9,13,2,12,1,4,1,42,47,26,39,1
38,2,9,9,4,10,1,4,1,42,47,25,39,0
15,4,11,5,0,12,0,4,0,42,47,41,39,1
38,4,15,10,4,7,0,4,1,42,47,41,39,1
20,4,11,9,2,12,0,4,0,42,47,72,39,0
19,4,11,9,0,14,0,4,1,42,47,41,0,0
28,4,11,9,4,5,0,4,0,42,47,41,39,0
33,4,12,9,0,12,2,4,1,42,47,41,39,0
19,1,8,9,4,4,0,4,1,42,47,36,39,0
26,4,11,10,4,7,1,4,1,42,47,41,39,1
25,4,9,7,4,4,5,4,0,42,47,41,39,0
43,4,15,7,2,7,0,4,1,42,47,41,39,1
14,5,9,7,2,3,1,4,0,42,47,50,35,0
5,4,9,10,2,10,0,4,1,42,47,50,39,0
41,4,0,10,4,3,4,4,0,42,99,41,39,0
20,6,9,15,4,0,5,4,1,42,47,41,39,0
7,6,15,3,2,1,1,4,1,42,47,21,39,0
20,4,0,9,0,1,1,4,1,95,47,50,39,0
21,4,15,7,0,8,3,1,1,42,47,41,39,0
34,4,15,9,2,5,0,4,0,42,47,53,39,0
21,5,15,10,4,12,0,2,1,42,47,41,39,0
51,6,11,10,0,3,0,4,1,42,47,16,39,1
39,4,11,13,5,14,1,4,1,42,47,41,39,0
17,4,11,11,2,13,1,4,1,42,95,98,39,0
28,4,11,9,4,1,1,4,0,42,47,7,39,0
40,0,7,9,2,4,0,4,1,99,47,41,39,0
22,4,12,9,2,7,0,4,1,42,47,41,39,0
27,4,1,14,2,8,1,4,0,42,47,50,40,0
13,4,11,13,2,5,1,4,1,42,47,49,39,0
13,6,7,10,2,10,1,4,1,42,47,41,39,1
22,4,9,13,2,3,0,4,1,42,47,41,39,0
18,1,9,10,2,4,4,4,1,42,47,41,39,0
50,4,5,13,2,6,1,4,1,42,47,41,39,0
11,4,9,13,4,12,4,1,0,42,47,46,39,0
16,4,15,10,4,3,0,4,0,42,47,36,39,1
21,4,9,9,5,11,0,4,1,42,47,50,39,1
15,4,4,9,2,8,3,4,1,98,47,41,39,0
24,4,9,9,0,10,0,4,0,42,47,50,39,0
14,4,9,13,2,13,0,4,1,42,47,41,39,0
27,4,0,10,5,11,0,4,1,42,47,29,39,0
13,4,15,9,0,12,3,4,0,42,47,60,39,0
34,2,15,11,0,7,0,4,0,42,47,36,39,1
40,6,11,9,2,1,0,4,0,42,47,41,39,1
41,4,11,13,2,11,0,4,0,42,47,41,26,1
53,4,6,9,3,12,0,4,0,42,47,41,39,1
33,4,15,9,4,4,4,4,0,42,99,60,39,0
22,4,9,10,4,12,3,2,0,42,47,50,39,1
22,5,9,14,2,13,0,4,0,42,47,41,39,1
5,6,11,9,2,3,0,4,1,42,47,41,39,0
27,5,15,13,0,1,0,4,1,42,47,46,39,1
11,4,11,8,2,3,0,4,1,42,47,44,26,1
16,-1,15,11,5,1,1,4,1,42,47,41,2,1
18,4,11,11,2,1,0,4,1,42,47,41,39,0
24,4,11,9,0,12,0,2,0,42,47,41,39,0
56,-1,15,13,4,7,0,2,1,42,47,55,39,1
26,2,10,9,2,6,0,4,0,42,99,55,26,0
16,6,11,9,4,10,0,4,0,42,47,41,39,0
7,6,8,10,2,-1,0,4,0,96,47,41,39,0
44,4,11,10,2,-1,1,4,0,42,47,41,39,0
29,4,0,10,2,10,0,4,1,42,47,31,39,0
38,4,12,7,4,3,0,4,1,42,47,56,39,1
53,7,15,9,2,8,0,4,0,42,47,2,39,1
59,4,10,9,2,5,1,4,1,42,47,41,39,0
21,4,7,7,0,8,4,4,1,42,47,50,30,0
33,4,11,9,2,6,0,4,1,42,47,41,39,0
24,5,9,10,2,14,0,4,0,42,47,11,39,0
5,5,15,9,2,3,1,4,1,42,47,41,39,0
14,2,11,11,2,8,5,4,1,42,99,41,39,0
26,4,15,13,2,10,0,4,1,42,47,36,39,1
42,4,9,9,2,1,1,4,1,42,47,16,39,0
37,4,11,11,6,0,3,4,0,42,47,36,39,0
18,4,11,13,2,14,1,1,1,42,47,41,39,0
36,6,11,9,4,3,1,2,0,42,47,41,39,0
45,4,8,13,4,6,1,4,0,42,47,9,39,0
49,4,8,13,0,12,1,0,1,96,47,55,39,0
27,1,15,10,2,4,1,4,1,42,47,60,39,0
61,4,11,9,4,10,1,4,0,42,47,41,26,0
12,4,11,13,2,7,1,4,1,42,47,11,39,1
14,7,15,13,2,3,0,4,1,42,47,41,39,0
47,4,11,9,2,1,0,4,1,42,47,41,-1,1
65,4,1,14,4,1,4,4,1,42,47,41,39,0
43,4,15,7,4,12,0,4,1,80,47,21,39,0
24,6,10,9,4,10,1,4,1,42,47,35,39,0
18,6,15,13,2,14,0,4,1,42,47,41,39,0
10,4,1,9,4,12,0,4,0,42,47,46,39,0
42,7,15,10,4,14,3,4,0,42,47,41,39,1
7,4,11,13,2,8,3,2,1,42,47,41,39,0
10,4,8,9,6,12,0,4,0,42,47,55,39,0
19,1,12,9,0,4,3,4,1,42,47,46,39,0
37,4,11,13,2,12,0,4,0,42,47,41,19,0
15,4,11,14,4,0,0,2,1,42,47,41,39,0
12,4,15,9,2,4,0,2,1,42,47,70,0,0
22,0,15,9,4,7,3,4,1,42,47,41,39,0
19,6,11,10,6,12,4,4,1,42,47,75,39,0
23,4,11,10,2,8,0,4,1,42,47,60,39,0
16,4,11,13,0,1,0,4,1,42,47,50,39,0
17,4,15,9,2,13,1,4,1,42,47,41,39,1
52,4,12,10,4,7,1,4,1,42,47,41,39,1
12,4,15,9,2,7,4,4,0,42,47,60,39,0
16,4,5,8,2,10,1,4,0,42,47,60,2,0
13,-1,15,6,2,12,0,4,1,42,47,41,39,0
15,5,1,3,4,3,2,4,1,93,47,21,39,1
56,4,7,13,2,4,1,4,1,42,47,50,11,1
9,4,11,9,4,13,1,4,0,42,47,45,8,0
55,2,0,9,0,3,3,4,1,42,47,10,39,0
16,0,11,8,4,1,5,4,1,42,47,11,39,1
15,6,8,10,0,0,0,1,1,42,47,47,39,0
17,4,12,10,0,11,1,4,0,42,47,41,26,0
46,4,11,9,0,4,0,4,0,42,47,60,40,0
32,0,11,10,5,12,0,4,1,42,47,9,0,0
29,4,12,4,2,4,3,4,1,42,47,41,39,0
20,4,11,9,2,10,0,4,1,42,47,41,39,0
6,0,15,10,0,14,4,4,1,42,47,50,39,0
24,4,15,9,2,3,2,4,1,42,47,41,39,0
29,1,2,13,2,12,4,4,0,42,95,41,39,0
26,4,15,6,2,1,0,4,1,42,47,50,39,0
33,4,9,9,4,-1,1,4,1,42,47,41,39,0
47,4,15,14,6,3,1,4,1,42,47,41,8,1
47,4,12,9,0,10,0,4,1,42,47,41,39,0
19,4,8,13,4,11,0,2,1,42,47,41,39,0
23,6,11,10,5,10,4,4,0,80,47,41,39,0
33,4,0,9,2,3,3,4,1,42,47,5,39,0
35,2,11,1,4,12,4,4,1,42,47,41,39,0
25,4,8,12,4,12,0,4,0,42,47,41,39,0
17,4,11,9,2,8,0,4,1,42,47,41,39,0
31,4,11,12,4,12,1,4,0,42,47,36,39,0
19,4,9,9,0,10,0,4,1,42,47,60,39,0
14,5,9,10,0,8,0,4,0,42,47,50,39,0
16,4,1,5,2,14,1,4,1,42,47,41,39,0
31,6,9,10,0,10,5,2,0,42,47,41,39,1
12,4,15,13,2,1,4,4,1,42,47,41,40,0
11,6,9,10,0,7,1,4,1,42,47,41,39,0
31,4,12,9,3,12,3,2,0,42,47,41,39,1
63,8,9,9,4,12,1,4,1,42,47,41,39,0
31,7,8,12,2,3,3,2,1,42,47,41,26,1
27,4,11,14,5,3,0,4,1,42,47,50,39,1
30,-1,9,9,4,4,0,4,1,42,47,41,39,0
34,4,15,13,4,1,4,4,1,42,47,97,39,0
22,6,15,13,2,8,4,4,0,42,47,26,39,0
7,4,6,9,2,0,3,2,1,42,47,65,39,0
23,4,7,9,2,5,0,4,1,42,47,46,39,0
10,4,0,10,2,3,1,4,1,42,47,41,39,0
52,4,9,10,4,10,1,4,1,42,47,43,39,0
27,4,2,9,6,13,0,4,1,42,47,41,39,0
17,2,11,12,2,10,0,4,0,42,47,50,39,0
45,4,15,11,4,0,0,4,0,42,47,46,39,1
21,4,11,9,0,12,5,4,0,42,47,31,39,0
24,4,15,7,0,3,1,4,1,42,47,55,39,0
25,4,15,5,2,4,4,4,0,42,47,41,39,0
21,7,12,9,4,3,3,4,0,42,47,3,39,0
10,4,15,13,4,10,0,4,1,42,47,41,39,0
15,4,15,10,6,4,1,4,1,42,47,41,39,0
9,4,11,13,0,10,1,4,1,42,47,41,11,0
25,4,15,9,2,12,1,4,0,42,47,41,39,0
21,4,7,7,4,10,0,4,1,90,47,41,39,0
13,4,8,9,4,6,0,4,1,42,47,50,39,0
26,4,11,6,2,7,1,4,1,93,47,55,2,0
20,4,0,7,4,3,5,4,1,42,47,41,39,0
22,4,2,12,2,6,3,4,1,42,47,41,39,0
45,4,11,10,0,8,5,4,0,42,47,41,39,0
54,4,5,13,0,1,3,2,1,42,47,50,39,1
11,4,9,9,0,5,0,4,1,42,47,41,39,0
25,4,11,10,0,12,0,4,0,42,47,49,39,0
14,4,15,9,4,3,4,2,0,95,47,50,39,0
21,4,11,9,4,1,4,4,1,42,47,65,41,1
32,4,15,9,2,13,3,4,1,42,47,31,39,0
16,4,15,4,2,12,5,4,1,42,47,41,39,1
14,4,15,13,0,3,0,4,1,42,47,41,39,1
26,4,3,10,4,10,0,4,1,42,47,41,39,0
29,4,11,8,2,3,0,4,1,42,47,41,30,0
21,4,9,9,4,7,2,4,1,42,99,37,39,0
32,4,15,9,4,-1,0,4,1,42,47,41,39,1
35,1,14,9,2,3,0,4,1,42,47,41,39,0
15,7,10,9,2,6,0,2,1,42,47,41,26,0
39,4,11,9,6,8,2,4,1,42,47,50,39,1
20,5,11,14,2,4,0,4,1,94,94,41,26,0
24,4,15,10,4,12,3,4,1,98,47,41,39,1
34,1,15,1,2,12,3,4,1,65,47,60,39,0
35,4,11,10,4,1,3,2,1,42,47,13,39,1
12,4,11,11,2,12,3,4,1,42,47,50,39,1
21,1,11,9,2,10,5,4,1,42,95,41,38,0
8,4,15,11,2,4,1,4,1,42,47,41,39,0
39,4,11,11,4,5,0,4,1,88,47,26,39,0
36,4,11,13,0,4,5,4,0,42,95,41,39,1
48,4,1,10,0,4,1,4,1,42,47,41,39,0
25,4,8,2,4,3,4,2,1,42,47,37,39,0
20,0,11,13,2,6,1,2,1,42,47,46,14,1
6,4,15,10,2,0,1,2,1,42,47,41,39,0
28,4,15,9,3,1,4,4,0,99,47,39,39,0
10,4,14,14,0,4,4,4,1,42,47,65,26,0
13,4,9,13,0,3,1,2,1,42,99,41,39,1
5,4,15,9,2,8,0,4,0,42,47,37,39,0
18,5,12,13,2,8,0,1,1,42,47,50,39,0
33,6,14,4,4,8,0,4,1,42,47,41,39,0
22,4,11,9,2,1,1,4,0,42,47,41,39,1
20,4,11,9,5,12,4,4,1,42,47,41,39,0
31,7,2,12,2,7,0,4,1,42,47,19,39,0
32,4,5,10,2,1,3,4,1,42,47,41,39,1
20,1,0,16,4,6,0,4,0,42,47,41,39,1
11,1,15,13,2,0,0,4,0,42,47,41,39,0
51,6,9,9,2,1,3,2,1,42,47,46,39,0
38,-1,9,11,2,4,3,4,0,42,47,36,39,0
20,4,11,7,2,8,0,4,1,42,47,41,39,0
17,4,9,16,4,12,0,0,1,42,47,31,39,0
52,4,9,9,4,6,1,4,1,42,47,41,39,0
10,4,9,13,4,8,0,2,0,42,47,41,39,1
25,4,1,9,4,8,0,2,1,42,47,49,39,0
24,4,15,7,2,10,0,4,0,42,47,37,39,0
39,4,9,13,2,-1,0,4,1,42,47,26,39,0
9,4,6,11,2,12,0,1,1,42,47,31,39,1
