Attr0_X,Attr1_X,Attr2_X,Attr3_X,Attr4_X,Attr5_X,Attr6_X,Attr7_T,Attr8_T,Attr9_X,Attr10_X,Attr11_X,Attr12_X,outcome
7,4,15,10,4,10,3,4,1,42,47,33,39,0
19,4,9,13,5,12,3,2,0,42,47,41,39,0
17,6,9,13,2,12,0,4,1,42,47,70,39,1
11,4,15,10,4,7,1,4,1,42,47,41,39,0
67,4,15,10,2,10,2,4,1,42,47,21,39,0
15,4,11,9,4,8,3,4,1,42,47,41,26,0
28,4,7,12,2,1,0,4,1,42,47,41,39,0
55,0,0,6,2,0,0,4,1,42,47,3,39,0
6,4,1,7,4,8,3,4,0,42,47,23,39,0
19,2,5,4,2,5,0,4,1,42,47,41,39,0
6,4,11,9,4,12,1,4,1,42,47,31,39,0
40,4,9,13,2,8,0,4,1,42,47,41,5,0
34,4,11,9,2,8,5,4,0,42,47,41,39,0
47,4,11,9,2,12,0,4,1,42,47,49,39,0
32,4,11,9,0,3,1,4,0,97,47,41,39,1
41,4,11,9,0,12,3,4,0,42,47,36,39,0
37,2,11,9,2,11,0,4,1,42,47,41,39,1
21,4,12,14,2,10,0,4,1,42,47,50,39,0
18,4,6,5,4,12,1,4,1,42,47,41,39,0
31,1,10,16,4,10,1,4,0,42,47,50,39,1
45,4,8,11,2,10,0,4,1,42,47,41,39,0
25,4,15,10,0,3,4,4,0,42,47,41,39,0
16,4,15,10,0,7,4,2,0,42,47,26,39,0
18,4,11,9,2,12,5,1,0,42,95,36,0,0
22,2,9,13,2,11,0,4,1,42,47,41,39,1
17,2,15,10,4,6,1,4,1,42,47,50,39,0
36,6,10,16,2,10,0,4,1,42,96,60,39,1
25,4,15,10,2,12,0,4,1,42,47,49,39,1
36,4,7,12,0,4,4,4,0,42,47,41,9,0
20,1,11,9,4,8,3,2,1,42,47,41,39,0
64,4,12,14,2,4,0,4,1,42,47,41,39,1
32,4,9,13,2,4,0,4,1,97,47,60,39,1
35,6,12,14,4,10,1,4,0,42,47,50,39,0
8,4,15,10,4,13,3,4,0,42,47,41,39,0
17,4,11,9,4,3,1,4,1,42,47,41,39,0
20,5,11,9,2,3,0,4,1,95,47,41,39,1
5,0,0,6,4,0,3,4,0,98,47,33,39,0
18,4,1,7,4,6,3,4,1,42,47,41,39,0
19,2,11,9,4,1,1,4,0,42,47,41,39,0
30,4,11,9,2,6,0,4,1,42,47,41,39,0
12,4,9,13,4,12,2,4,1,42,47,41,39,0
26,4,14,15,2,10,0,4,1,42,47,41,39,1
44,6,11,9,2,8,0,4,1,42,96,50,2,1
16,4,15,10,2,12,5,4,0,92,47,26,39,0
24,4,11,9,4,7,3,4,0,42,47,41,39,0
41,4,6,5,2,6,0,4,1,42,47,50,39,0
44,5,15,10,2,12,0,4,1,42,47,50,39,0
37,2,8,11,2,3,0,2,1,42,47,41,39,1
43,4,15,10,2,12,0,4,1,42,47,56,39,0
10,4,11,9,4,3,1,4,1,42,47,42,39,0
9,4,15,10,4,8,3,4,0,42,47,41,39,0
28,4,9,13,2,4,0,4,1,42,47,60,39,0
18,4,9,13,4,4,3,2,1,42,47,41,11,0
17,7,9,13,2,10,0,4,1,42,47,50,39,1
7,4,15,10,4,8,3,2,1,42,47,36,39,0
35,4,9,13,2,4,5,4,0,42,47,41,39,1
8,4,15,10,4,1,3,4,0,42,95,29,39,0
19,4,7,12,2,1,0,4,1,42,47,41,39,1
23,0,11,9,2,0,0,4,1,42,47,41,39,0
27,4,15,10,0,3,1,4,1,42,47,41,39,0
16,4,7,12,4,12,1,4,0,42,47,60,39,0
12,4,11,9,4,8,1,4,0,42,96,41,39,0
26,6,11,9,2,3,0,4,1,93,47,36,39,0
25,4,9,13,2,12,0,4,1,42,47,50,39,0
34,4,7,12,0,13,1,2,0,42,47,37,39,0
26,1,12,14,2,10,0,4,1,42,47,41,20,1
31,6,11,9,2,3,0,4,1,42,47,60,39,0
15,4,8,11,2,1,5,4,0,42,47,36,39,0
8,4,15,10,4,12,3,4,1,42,47,21,39,0
37,4,15,10,2,3,0,1,1,42,47,41,39,1
49,5,11,9,2,3,0,4,1,42,47,41,39,0
15,4,15,10,4,12,3,4,0,42,47,41,39,0
7,4,15,10,4,8,3,4,1,42,47,31,26,0
33,4,8,11,4,10,1,4,0,42,95,41,39,1
58,4,15,10,4,13,2,4,1,42,47,41,39,0
19,4,11,9,4,14,4,2,0,42,47,31,39,0
10,4,15,10,2,8,0,4,1,42,47,25,39,0
24,4,11,9,6,8,4,4,0,42,47,25,39,0
52,4,1,7,2,3,0,4,1,42,99,41,39,0
31,0,15,10,0,0,1,4,0,42,47,41,39,0
35,2,15,10,0,1,4,4,0,42,47,39,26,0
22,4,11,9,4,1,1,4,0,42,47,41,39,0
21,4,9,13,4,4,2,1,0,42,47,41,30,0
9,4,11,9,4,3,3,4,1,42,47,36,39,0
40,0,11,9,0,0,1,4,1,42,47,46,39,1
36,4,11,9,2,3,0,4,1,42,47,47,39,0
11,4,9,13,4,6,1,4,1,42,47,41,39,0
59,6,15,10,5,12,4,2,1,42,96,3,39,0
17,4,11,9,0,3,1,4,1,42,47,60,39,0
30,4,9,13,5,8,2,2,1,42,47,50,39,0
56,0,3,2,0,0,1,4,0,42,47,21,39,0
13,4,11,9,4,8,4,4,0,42,47,41,39,0
32,5,12,14,0,4,4,1,0,42,47,41,39,0
16,4,11,9,4,4,1,1,0,42,47,41,9,0
33,6,12,14,2,12,0,4,1,42,47,41,39,1
24,4,15,10,0,8,4,4,0,42,47,41,26,0
27,1,7,12,4,4,1,4,1,42,47,43,39,0
34,7,12,14,6,11,4,4,1,42,47,41,39,0
6,4,1,7,4,6,3,4,1,42,47,17,39,0
54,2,8,11,6,10,1,4,0,42,47,21,39,0
15,4,11,9,4,8,1,4,1,42,99,41,39,0
16,7,11,9,2,11,0,4,1,42,47,41,39,0
39,4,15,10,2,12,0,4,1,42,99,41,39,1
15,4,9,13,4,3,1,4,1,42,47,50,39,0
16,7,9,13,2,10,0,4,1,42,47,41,39,1
15,4,11,9,3,12,4,4,0,42,47,26,39,0
9,4,11,9,4,3,3,2,1,42,47,41,39,0
22,4,11,9,4,6,1,2,1,42,47,41,39,0
6,4,11,9,4,8,3,4,1,42,47,13,39,0
21,4,9,13,2,10,0,4,1,42,47,65,39,0
32,2,15,10,2,4,0,2,1,42,47,39,39,1
31,4,15,10,0,1,1,4,0,42,47,41,39,0
18,4,15,10,4,3,1,2,1,42,47,46,39,0
28,4,5,4,2,7,0,4,1,42,47,41,26,1
25,1,15,10,2,1,0,4,1,42,47,43,39,1
22,4,11,9,2,1,0,2,1,42,47,41,39,0
29,6,9,13,0,4,1,4,0,42,47,41,39,0
41,0,9,13,0,0,1,4,0,42,47,50,39,0
19,4,12,14,2,10,5,4,0,42,47,50,39,0
46,7,10,16,2,10,0,4,1,42,47,2,39,1
26,4,15,10,0,7,1,2,0,42,47,29,39,0
12,4,15,10,2,7,0,4,1,42,47,41,39,0
29,2,9,13,2,3,0,2,1,42,47,41,39,0
35,4,15,10,2,13,0,4,1,42,47,46,39,0
29,1,9,13,2,13,0,4,1,42,47,25,39,0
11,4,4,3,2,14,2,4,1,42,47,41,26,0
24,4,15,10,0,3,1,4,1,42,47,41,39,0
28,1,12,14,4,4,1,4,0,96,47,55,39,1
23,4,12,14,2,10,2,4,1,94,47,41,39,1
12,6,11,9,4,12,1,4,1,42,47,41,39,0
14,4,12,14,4,10,1,4,0,42,96,41,39,0
7,0,11,9,4,0,3,4,1,42,47,41,22,0
39,4,9,13,2,4,0,4,1,42,47,50,39,1
30,2,15,10,4,10,1,4,0,42,94,41,39,0
25,7,11,9,0,1,4,4,0,42,47,36,39,0
6,4,1,7,4,12,3,4,0,42,47,41,39,0
24,4,9,13,2,8,0,2,1,94,47,37,39,1
23,4,11,9,0,3,1,4,1,42,47,60,39,0
46,5,11,9,2,12,5,4,0,97,47,36,39,1
5,4,1,7,4,12,3,4,0,42,47,13,39,0
32,2,11,9,2,14,0,2,1,42,47,41,39,0
25,4,11,9,2,3,0,4,1,42,47,41,39,1
23,4,15,10,4,12,1,0,0,42,47,41,39,0
48,4,11,9,2,3,0,1,1,42,47,41,39,0
42,5,5,4,2,7,0,4,1,42,47,41,39,1
25,4,9,13,4,4,1,2,1,42,47,60,39,1
38,4,7,12,0,12,1,4,0,42,47,41,39,0
26,4,9,13,2,12,0,4,1,42,47,50,31,0
33,4,9,13,2,10,0,4,1,42,47,55,39,0
13,4,0,6,4,3,1,4,1,42,47,41,39,0
19,4,15,10,2,6,0,4,1,42,47,41,39,0
52,0,3,2,0,0,1,4,1,42,47,41,39,0
78,4,11,9,4,8,1,2,1,42,99,41,39,0
42,4,11,9,2,1,0,2,1,42,47,21,39,0
41,2,13,1,4,7,1,4,0,42,47,36,39,0
6,4,11,9,4,12,3,4,0,42,47,41,39,0
48,0,0,6,0,0,1,0,0,42,47,11,39,0
54,6,11,9,2,5,0,4,1,82,47,50,39,0
63,4,8,11,6,1,1,4,0,42,47,21,4,0
53,4,11,9,0,1,1,4,0,42,47,41,39,0
23,4,1,7,5,14,1,2,1,91,47,41,39,0
29,4,11,9,0,12,4,2,0,42,47,39,39,0
13,4,15,10,4,1,1,4,1,42,47,43,39,0
21,4,15,10,0,3,2,3,0,42,47,41,39,0
16,4,14,15,4,10,1,4,1,42,47,55,39,1
47,7,11,9,2,8,0,4,1,42,47,41,39,0
28,7,15,10,4,1,1,4,0,42,47,39,39,0
29,4,9,13,2,4,0,4,1,42,47,50,20,1
26,2,12,14,2,4,0,4,1,42,47,70,39,1
11,4,11,9,4,14,3,4,1,42,47,41,39,0
28,4,9,13,2,10,0,4,1,42,47,41,39,1
29,6,11,9,2,8,5,4,0,42,47,21,39,0
12,7,7,12,2,11,0,4,1,42,47,50,39,0
8,0,15,10,4,0,3,4,1,42,47,21,39,0
26,4,15,10,0,3,1,4,1,42,95,41,39,0
44,4,11,9,2,1,0,4,1,42,47,36,0,0
46,4,11,9,2,1,0,4,1,42,47,46,39,1
20,4,11,9,4,8,1,4,0,42,47,35,39,0
28,4,7,12,2,13,0,4,1,42,99,60,39,1
33,4,11,9,2,1,0,4,1,42,47,41,0,0
29,4,14,15,2,10,5,4,0,42,47,41,39,1
30,4,9,13,2,1,5,2,0,42,47,41,39,0
47,2,0,6,6,8,4,2,0,42,47,31,39,0
7,2,15,10,4,1,3,4,1,42,47,41,39,0
46,4,15,10,4,14,1,4,1,42,47,21,39,0
30,6,11,9,2,5,0,1,1,42,47,41,1,1
8,4,11,9,4,8,3,4,0,42,47,41,39,0
20,4,11,9,5,8,1,4,0,42,47,31,39,0
33,4,8,11,6,4,1,4,0,42,47,46,39,0
38,4,5,4,0,3,1,4,1,42,47,41,39,0
24,4,9,13,0,10,3,4,0,42,47,41,39,0
33,4,11,9,2,12,0,4,1,42,47,60,39,0
5,4,1,7,4,8,3,4,1,42,47,13,39,0
47,4,15,10,2,12,0,4,1,92,47,41,39,0
14,4,1,7,2,3,0,4,1,42,47,41,39,0
25,5,15,10,2,4,0,1,1,42,47,75,37,1
7,0,15,10,4,0,3,4,1,42,47,25,2,0
52,4,11,9,2,4,0,4,1,42,47,41,39,1
21,4,9,13,4,10,1,4,0,42,47,46,39,0
21,4,11,9,2,3,5,4,0,42,47,41,39,1
49,4,11,9,2,4,0,4,1,42,47,41,39,1
5,4,6,5,4,8,3,4,1,78,47,25,39,0
38,6,12,14,2,5,0,4,1,89,47,97,39,0
15,2,12,14,4,10,3,4,1,42,47,36,39,0
18,4,11,9,0,10,3,4,0,42,47,41,39,0
31,4,11,9,2,6,0,2,1,42,47,41,39,0
32,4,15,10,2,3,0,4,1,94,47,41,39,1
23,4,15,10,4,4,1,4,0,42,47,41,39,0
13,4,15,10,4,13,3,4,0,42,47,41,39,0
12,4,15,10,2,7,5,4,0,94,47,49,39,1
10,4,9,13,4,10,1,4,0,42,47,16,11,0
30,2,15,10,2,3,0,4,1,93,47,41,39,1
22,4,7,12,0,12,4,2,0,42,47,46,39,0
48,4,9,13,0,10,1,4,0,42,47,43,39,0
9,4,11,9,4,6,3,4,1,42,47,41,39,0
45,1,12,14,2,12,0,4,1,97,47,41,39,1
29,4,14,15,2,10,0,4,1,42,47,60,39,1
38,4,15,10,0,8,1,4,1,42,47,46,39,0
13,4,9,13,4,4,1,4,0,42,47,41,39,0
38,4,5,4,2,3,0,4,1,42,47,41,7,0
24,4,9,13,2,10,0,4,1,42,47,46,39,0
19,4,11,9,0,10,1,4,0,42,47,41,39,0
17,2,9,13,4,11,1,4,1,42,47,56,39,0
9,4,15,10,4,12,3,4,1,42,47,46,39,0
15,4,9,13,4,13,4,2,0,42,47,41,39,0
53,4,11,9,2,14,0,4,1,42,47,17,39,0
25,5,9,13,0,12,1,4,0,42,47,60,39,0
27,0,12,14,2,0,5,1,0,91,47,41,0,0
12,4,11,9,4,3,3,4,1,42,47,41,39,0
26,4,11,9,0,12,1,4,1,42,47,80,39,0
36,4,9,13,2,1,0,4,1,95,47,41,39,1
9,4,15,10,4,8,1,1,0,42,47,26,39,0
19,4,11,9,2,14,0,4,1,42,47,46,39,1
43,4,11,9,2,12,0,4,1,93,47,41,39,1
12,4,15,10,2,1,5,1,0,42,47,41,25,0
31,4,11,9,0,1,1,4,0,42,47,41,39,0
14,4,7,12,4,13,1,4,1,42,47,46,39,0
34,4,7,12,4,10,1,4,0,42,47,34,39,0
23,4,7,12,2,1,0,4,1,42,47,41,39,1
29,5,15,10,2,5,0,4,1,42,47,54,39,1
14,4,9,13,4,12,1,4,1,42,47,41,39,0
22,4,12,14,2,4,0,1,1,94,47,36,36,1
7,0,15,10,4,0,3,2,0,42,47,26,39,0
24,6,9,13,0,10,1,2,0,42,47,41,39,1
10,4,15,10,4,12,3,4,1,42,47,16,39,0
12,4,15,10,4,7,1,4,1,42,47,41,39,0
65,6,15,10,2,12,0,4,1,42,47,41,39,0
10,4,4,3,2,7,2,4,0,42,47,41,26,0
17,4,15,10,4,13,1,4,0,42,47,41,39,0
50,4,11,9,6,8,1,4,0,42,47,25,39,0
27,6,11,9,2,4,0,4,1,42,47,41,39,0
31,4,15,10,2,3,0,4,1,42,94,50,39,0
23,4,11,9,0,14,1,4,1,42,47,46,39,0
17,4,1,7,4,4,1,4,0,42,47,41,39,0
64,6,12,14,2,3,0,4,1,42,47,11,39,0
51,6,11,9,2,5,0,4,1,42,47,46,39,0
11,0,8,11,4,0,3,2,0,42,47,16,39,0
31,4,15,10,2,10,5,4,0,42,96,50,39,1
46,6,11,9,2,6,0,4,1,42,47,41,39,0
54,4,11,9,4,14,1,4,1,87,47,55,39,0
29,4,15,10,4,3,1,2,1,42,47,46,39,0
14,4,9,13,4,1,1,4,1,42,47,41,39,0
35,4,8,11,4,8,1,4,1,42,47,41,39,0
43,2,0,6,2,1,0,4,1,42,47,41,39,0
41,4,11,9,2,14,0,4,1,42,47,41,39,0
5,4,4,3,4,8,2,4,1,42,47,49,26,0
18,4,11,9,4,3,2,4,1,42,47,41,39,0
37,4,12,14,4,10,1,4,1,42,47,60,39,0
7,4,11,9,4,12,4,2,1,42,47,31,14,0
33,4,11,9,2,8,0,2,1,42,47,41,39,0
14,4,7,12,4,12,1,4,1,42,47,41,39,0
26,4,8,11,2,3,0,4,1,94,47,41,39,1
24,7,11,9,2,11,0,4,1,94,47,41,39,1
21,4,11,9,4,5,1,4,1,42,47,21,39,0
10,7,15,10,4,11,3,2,0,42,47,41,39,0
31,6,9,13,4,12,1,4,1,42,47,43,39,0
55,0,1,7,2,0,0,4,1,42,47,9,39,0
18,0,8,11,0,0,4,4,0,42,47,41,39,0
44,4,7,12,3,8,1,4,1,42,47,26,20,0
19,4,9,13,4,10,3,4,1,42,47,26,39,0
21,4,9,13,2,4,0,4,1,42,47,41,39,1
14,4,11,9,2,8,0,4,1,42,47,41,39,0
21,4,9,13,2,4,0,4,1,42,47,41,39,1
34,2,1,7,2,14,0,4,1,42,47,31,39,0
47,0,9,13,2,0,0,4,1,42,47,41,39,1
26,1,11,9,2,1,0,4,1,42,47,41,39,1
53,4,1,7,6,8,4,3,1,42,47,41,39,0
28,4,8,11,2,13,0,4,1,42,47,41,39,1
30,4,11,9,2,1,5,4,0,42,47,36,39,0
14,6,6,5,2,3,0,4,1,42,47,41,32,0
24,4,0,6,2,8,5,4,0,42,47,25,39,0
50,4,12,14,2,10,0,4,1,42,47,41,39,1
31,4,9,13,2,14,0,4,1,42,47,46,39,0
31,4,9,13,0,4,1,4,1,42,95,46,39,1
10,4,11,9,3,12,1,4,1,42,47,55,39,0
16,4,11,9,2,3,0,4,1,42,47,41,39,0
44,6,15,10,2,12,0,4,1,42,47,46,39,0
10,4,7,12,4,12,1,4,0,42,47,16,39,0
45,4,9,13,0,4,1,4,0,42,47,46,39,1
27,4,11,9,0,12,4,4,0,42,47,41,39,0
14,1,15,10,4,1,4,4,0,42,47,16,39,0
5,4,1,7,4,8,3,4,1,42,47,11,39,0
28,7,8,11,2,7,0,4,1,42,47,39,39,1
33,4,11,9,2,7,0,2,1,42,47,41,39,0
32,4,11,9,4,3,1,2,1,42,47,41,39,0
8,2,15,10,4,1,3,4,0,42,47,11,39,0
21,4,11,9,2,3,5,4,0,42,47,41,39,0
11,4,15,10,4,12,1,4,1,42,47,41,39,0
34,6,12,14,0,4,1,4,1,42,47,31,39,0
26,4,11,9,2,12,0,4,1,42,47,50,39,0
42,4,11,9,0,14,1,4,1,42,47,41,39,0
34,4,4,3,0,3,1,4,0,42,99,46,39,0
13,4,15,10,2,3,0,4,1,42,47,41,39,0
34,4,15,10,0,12,1,4,0,42,47,41,39,0
24,2,15,10,2,14,5,4,0,42,47,41,39,0
11,4,11,9,4,8,1,4,0,42,47,26,39,0
17,4,11,9,5,7,1,4,1,42,47,41,39,0
32,4,15,10,2,1,5,4,0,42,99,7,39,1
7,4,15,10,4,1,3,4,0,42,47,17,39,0
7,4,11,9,4,8,2,4,0,42,47,41,39,0
23,4,11,9,2,8,5,4,0,42,47,41,39,1
15,4,9,13,4,3,1,4,1,42,47,50,39,0
34,6,7,12,5,3,1,4,1,42,47,41,39,0
22,7,9,13,2,4,0,4,1,95,47,46,0,1
22,4,11,9,4,8,1,4,0,42,47,36,39,0
32,4,15,10,2,13,0,4,1,42,47,41,39,0
33,4,15,10,0,6,4,4,0,42,47,41,39,0
8,0,11,9,4,0,2,4,0,42,47,36,39,0
13,4,9,13,2,4,0,4,1,42,47,55,39,1
40,5,9,13,2,4,0,4,1,42,47,50,39,1
8,4,15,10,4,6,3,4,1,42,47,41,39,0
16,4,15,10,4,8,1,4,0,42,47,41,39,0
38,7,9,13,2,11,0,4,1,42,47,41,39,1
22,4,8,11,0,13,1,4,0,42,47,64,39,0
16,4,5,4,2,6,0,3,1,42,99,41,33,0
29,4,12,14,2,4,0,4,1,42,99,65,39,1
16,4,11,9,2,1,0,4,1,42,47,41,39,0
34,6,11,9,2,3,0,4,1,42,47,26,39,0
16,0,15,10,2,0,5,4,0,42,96,41,39,1
20,4,15,10,2,4,0,4,1,42,47,50,39,0
29,2,15,10,0,8,1,2,0,42,47,25,39,0
12,4,11,9,4,6,4,2,0,42,47,41,39,0
21,4,15,10,0,4,4,4,0,42,47,41,39,0
34,4,10,16,2,4,0,4,1,97,47,60,39,1
19,7,15,10,2,7,0,4,1,42,47,41,39,0
23,4,2,8,0,3,1,4,1,42,47,50,39,1
40,4,3,2,2,7,0,4,1,42,47,41,26,0
18,4,1,7,4,8,3,4,0,42,47,20,39,0
22,2,1,7,5,7,1,2,1,42,47,41,39,0
22,7,11,9,0,14,4,4,0,42,47,41,39,0
8,4,15,10,2,12,0,4,1,42,47,31,39,0
5,4,1,7,4,6,3,4,1,88,47,19,39,0
20,7,9,13,2,4,5,4,0,42,47,41,39,1
17,4,11,9,0,5,1,4,1,42,47,41,39,0
21,4,0,6,4,3,4,4,0,42,47,36,39,0
13,4,11,9,2,14,0,4,1,42,47,60,39,0
24,1,12,14,4,10,1,4,1,42,94,41,39,0
11,4,11,9,4,6,1,4,1,42,47,72,6,0
51,5,11,9,2,4,0,4,1,42,47,41,39,1
35,2,12,14,2,10,0,4,1,42,47,41,39,0
68,0,11,9,6,0,1,4,1,42,47,25,39,0
5,0,1,7,4,0,3,4,1,42,47,41,39,0
28,6,9,13,3,10,1,4,0,88,47,41,39,0
18,4,7,12,2,8,5,4,0,42,47,26,39,1
15,4,15,10,4,3,3,1,1,42,99,41,30,0
21,4,12,14,2,10,0,4,1,42,47,50,39,1
22,2,11,9,4,5,1,2,1,65,47,60,39,0
22,2,15,10,4,11,1,4,0,42,47,41,39,0
11,4,15,10,2,1,0,4,1,42,47,41,39,0
30,2,15,10,2,1,5,4,0,42,47,41,39,0
17,4,9,13,4,10,1,4,1,42,47,41,39,0
33,4,11,9,0,1,1,4,0,42,47,29,39,0
12,1,11,9,4,2,3,4,1,42,47,41,39,0
32,4,15,10,2,10,0,4,1,42,47,41,39,1
15,4,6,5,4,3,2,4,1,42,47,41,26,0
8,4,15,10,4,12,1,4,1,42,47,36,39,0
32,4,11,9,6,4,4,2,0,42,47,41,39,0
39,4,11,9,2,3,0,0,1,42,47,41,39,0
8,4,11,9,2,7,0,4,1,42,47,41,39,0
5,0,1,7,4,0,3,4,0,42,47,6,39,0
7,4,11,9,4,7,3,2,0,42,47,41,39,0
33,5,15,10,2,3,0,4,1,42,47,55,39,1
48,4,11,9,2,3,0,4,1,42,47,41,39,1
30,4,7,12,2,4,0,2,1,42,47,41,0,1
32,6,11,9,2,12,5,4,0,42,47,41,39,1
28,4,8,11,2,7,0,1,1,42,47,41,39,1
18,4,11,9,2,4,5,4,0,42,47,41,39,0
26,4,15,10,2,14,0,2,1,42,47,50,39,0
11,4,11,9,2,14,0,4,1,42,47,60,39,0
20,0,15,10,2,0,0,4,1,42,47,41,39,0
32,4,7,12,4,5,3,4,1,42,47,41,39,0
42,2,11,9,2,14,0,2,1,42,47,41,39,0
20,4,9,13,2,10,0,4,1,42,47,50,39,0
38,4,3,2,3,3,4,4,1,42,47,41,39,0
12,4,9,13,4,13,1,4,0,42,47,21,39,0
25,4,11,9,2,1,5,4,0,42,47,60,39,0
40,4,11,9,0,14,4,4,1,42,47,41,39,0
26,4,15,10,2,14,0,4,1,42,47,41,39,0
37,4,12,14,2,4,0,4,1,42,99,46,39,1
18,4,9,13,2,13,5,4,0,42,47,17,39,1
48,4,15,10,4,10,4,4,1,42,47,41,39,1
10,0,15,10,4,0,3,4,1,42,47,41,39,0
23,4,11,9,4,3,1,4,1,42,47,41,39,0
18,4,11,9,4,14,1,4,1,42,47,60,39,0
55,4,8,11,0,8,1,4,0,42,47,25,39,0
34,4,9,13,4,3,1,4,0,42,47,41,39,0
5,4,6,5,4,8,1,4,1,42,47,7,39,0
10,4,15,10,4,6,3,4,1,42,47,31,39,0
15,4,0,6,4,8,1,4,1,42,47,41,39,0
11,4,11,9,4,8,4,4,0,42,47,36,39,0
21,4,7,12,2,3,0,4,1,42,47,46,32,0
31,6,15,10,2,3,0,4,1,42,47,21,39,0
16,7,9,13,4,10,1,4,1,42,47,21,39,0
29,4,11,9,3,3,4,4,0,42,47,41,39,0
40,0,2,8,4,0,2,2,1,65,47,41,39,0
13,4,15,10,3,1,3,2,0,42,47,21,39,0
51,0,3,2,2,0,0,4,1,42,47,36,39,0
47,2,11,9,2,14,0,4,1,42,47,46,39,0
33,2,9,13,0,10,4,4,0,42,47,41,39,0
26,4,9,13,2,12,0,4,1,97,47,60,39,1
28,4,11,9,4,8,1,4,0,42,47,36,39,0
34,1,11,9,0,1,1,4,1,42,47,41,39,0
23,4,7,12,4,4,1,4,0,42,47,60,39,0
