Attr1_X,Attr2_X,Attr3_X,Attr4_X,Attr5_X,Attr6_X,Attr7_X,Attr8_T,Attr9_T,Attr10_X,Attr11_X,Attr12_X,Attr13_X,outcome
57,2,8,11,2,3,0,2,1,91,94,67,39,1
64,4,15,10,2,12,0,4,1,91,94,88,39,0
8,4,11,7,4,3,1,4,1,91,94,67,39,0
7,4,15,10,4,8,3,4,0,91,94,67,39,0
43,4,9,14,2,4,0,4,1,91,94,92,39,0
23,4,9,14,4,4,3,2,1,91,94,67,11,0
21,7,9,14,2,10,0,4,1,91,94,85,39,1
3,4,15,10,4,8,3,2,1,91,94,20,39,0
55,4,9,14,2,4,5,4,0,91,94,67,39,1
5,4,15,10,4,1,3,4,0,91,95,12,39,0
25,4,7,12,2,1,0,4,1,91,94,67,39,1
33,0,11,7,2,0,0,4,1,91,94,67,39,0
41,4,15,10,0,3,1,4,1,91,94,67,39,0
20,4,7,12,4,12,1,4,0,91,94,92,39,0
12,4,11,7,4,8,1,4,0,91,95,67,39,0
39,6,11,7,2,3,0,4,1,94,94,20,39,0
37,4,9,14,2,12,0,4,1,91,94,85,39,0
53,4,7,12,0,13,1,2,0,91,94,20,39,0
39,1,12,15,2,10,0,4,1,91,94,67,20,1
48,6,11,7,2,3,0,4,1,91,94,92,39,0
18,4,8,11,2,1,5,4,0,91,94,20,39,0
5,4,15,10,4,12,3,4,1,91,94,8,39,0
57,4,15,10,2,3,0,1,1,91,94,67,39,1
69,5,11,7,2,3,0,4,1,91,94,67,39,0
18,4,15,10,4,12,3,4,0,91,94,67,39,0
3,4,15,10,4,8,3,4,1,91,94,15,26,0
51,4,8,11,4,10,1,4,0,91,94,67,39,1
72,4,15,10,4,13,2,4,1,91,94,67,39,0
25,4,11,7,4,14,4,2,0,91,94,15,39,0
8,4,15,10,2,8,0,4,1,91,94,9,39,0
35,4,11,7,6,8,4,4,0,91,94,9,39,0
70,4,1,1,2,3,0,4,1,91,98,67,39,0
48,0,15,10,0,0,1,4,0,91,94,67,39,0
55,2,15,10,0,1,4,4,0,91,94,22,26,0
31,4,11,7,4,1,1,4,0,91,94,67,39,0
29,4,9,14,4,4,2,1,0,91,94,67,30,0
7,4,11,7,4,3,3,4,1,91,94,20,39,0
61,0,11,7,0,0,1,4,1,91,94,74,39,1
56,4,11,7,2,3,0,4,1,91,94,75,39,0
10,4,9,14,4,6,1,4,1,91,94,67,39,0
72,6,15,10,5,12,4,2,1,91,95,0,39,0
21,4,11,7,0,3,1,4,1,91,94,92,39,0
47,4,9,14,5,8,2,2,1,91,94,85,39,0
72,0,3,0,0,0,1,4,0,91,94,8,39,0
14,4,11,7,4,8,4,4,0,91,94,67,39,0
50,5,12,15,0,4,4,1,0,91,94,67,39,0
20,4,11,7,4,4,1,1,0,91,94,67,9,0
51,6,12,15,2,12,0,4,1,91,94,67,39,1
35,4,15,10,0,8,4,4,0,91,94,67,26,0
41,1,7,12,4,4,1,4,1,91,94,68,39,0
53,7,12,15,6,11,4,4,1,91,94,67,39,0
2,4,1,1,4,6,3,4,1,91,94,4,39,0
71,2,8,11,6,10,1,4,0,91,94,8,39,0
18,4,11,7,4,8,1,4,1,91,98,67,39,0
20,7,11,7,2,11,0,4,1,91,94,67,39,0
60,4,15,10,2,12,0,4,1,91,97,67,39,1
18,4,9,14,4,3,1,4,1,91,94,85,39,0
20,7,9,14,2,10,0,4,1,91,94,67,39,1
18,4,11,7,3,12,4,4,0,91,94,11,39,0
7,4,11,7,4,3,3,2,1,91,94,67,39,0
31,4,11,7,4,6,1,2,1,91,94,67,39,0
2,4,11,7,4,8,3,4,1,91,94,2,39,0
29,4,9,14,2,10,0,4,1,91,94,93,39,0
50,2,15,10,2,4,0,2,1,91,94,22,39,1
48,4,15,10,0,1,1,4,0,91,94,67,39,0
23,4,15,10,4,3,1,2,1,91,94,74,39,0
43,4,5,0,2,7,0,4,1,91,94,67,26,1
37,1,15,10,2,1,0,4,1,91,94,68,39,1
31,4,11,7,2,1,0,2,1,91,94,67,39,0
45,6,9,14,0,4,1,4,0,91,94,67,39,0
62,0,9,14,0,0,1,4,0,91,94,85,39,0
25,4,12,15,2,10,5,4,0,91,94,85,39,0
67,7,10,15,2,10,0,4,1,91,94,0,39,1
39,4,15,10,0,7,1,2,0,91,94,12,39,0
12,4,15,10,2,7,0,4,1,91,94,67,39,0
45,2,9,14,2,3,0,2,1,91,94,67,39,0
55,4,15,10,2,13,0,4,1,91,94,74,39,0
45,1,9,14,2,13,0,4,1,91,94,9,39,0
10,4,4,0,2,14,2,4,1,91,94,67,26,0
35,4,15,10,0,3,1,4,1,91,94,67,39,0
43,1,12,15,4,4,1,4,0,98,94,88,39,1
33,4,12,15,2,10,2,4,1,96,94,67,39,1
12,6,11,7,4,12,1,4,1,91,94,67,39,0
16,4,12,15,4,10,1,4,0,91,96,67,39,0
3,0,11,7,4,0,3,4,1,91,94,67,22,0
60,4,9,14,2,4,0,4,1,91,94,85,39,1
47,2,15,10,4,10,1,4,0,91,94,67,39,0
37,7,11,7,0,1,4,4,0,91,94,20,39,0
2,4,1,1,4,12,3,4,0,91,94,67,39,0
35,4,9,14,2,8,0,2,1,96,94,20,39,1
33,4,11,7,0,3,1,4,1,91,94,92,39,0
67,5,11,7,2,12,5,4,0,99,94,20,39,1
0,4,1,1,4,12,3,4,0,91,94,2,39,0
50,2,11,7,2,14,0,2,1,91,94,67,39,0
37,4,11,7,2,3,0,4,1,91,94,67,39,1
33,4,15,10,4,12,1,0,0,91,94,67,39,0
68,4,11,7,2,3,0,1,1,91,94,67,39,0
63,5,5,0,2,7,0,4,1,91,94,67,39,1
37,4,9,14,4,4,1,2,1,91,94,92,39,1
59,4,7,12,0,12,1,4,0,91,94,67,39,0
39,4,9,14,2,12,0,4,1,91,94,85,31,0
51,4,9,14,2,10,0,4,1,91,94,88,39,0
14,4,0,1,4,3,1,4,1,91,94,67,39,0
25,4,15,10,2,6,0,4,1,91,94,67,39,0
70,0,3,0,0,0,1,4,1,91,94,67,39,0
73,4,11,7,4,8,1,2,1,91,98,67,39,0
63,4,11,7,2,1,0,2,1,91,94,8,39,0
62,2,13,0,4,7,1,4,0,91,94,20,39,0
2,4,11,7,4,12,3,4,0,91,94,67,39,0
68,0,0,1,0,0,1,0,0,91,94,2,39,0
71,6,11,7,2,5,0,4,1,92,94,85,39,0
73,4,8,11,6,1,1,4,0,91,94,8,4,0
71,4,11,7,0,1,1,4,0,91,94,67,39,0
33,4,1,1,5,14,1,2,1,94,94,67,39,0
45,4,11,7,0,12,4,2,0,91,94,22,39,0
14,4,15,10,4,1,1,4,1,91,94,68,39,0
29,4,15,10,0,3,2,3,0,91,94,67,39,0
20,4,14,15,4,10,1,4,1,91,94,88,39,1
67,7,11,7,2,8,0,4,1,91,94,67,39,0
43,7,15,10,4,1,1,4,0,91,94,22,39,0
45,4,9,14,2,4,0,4,1,91,94,85,20,1
39,2,12,15,2,4,0,4,1,91,94,94,39,1
10,4,11,7,4,14,3,4,1,91,94,67,39,0
43,4,9,14,2,10,0,4,1,91,94,67,39,1
45,6,11,7,2,8,5,4,0,91,94,8,39,0
12,7,7,12,2,11,0,4,1,91,94,85,39,0
5,0,15,10,4,0,3,4,1,91,94,8,39,0
39,4,15,10,0,3,1,4,1,91,95,67,39,0
65,4,11,7,2,1,0,4,1,91,94,20,0,0
67,4,11,7,2,1,0,4,1,91,94,74,39,1
27,4,11,7,4,8,1,4,0,91,94,16,39,0
43,4,7,12,2,13,0,4,1,91,97,92,39,1
51,4,11,7,2,1,0,4,1,91,94,67,0,0
45,4,14,15,2,10,5,4,0,91,94,67,39,1
47,4,9,14,2,1,5,2,0,91,94,67,39,0
67,2,0,1,6,8,4,2,0,91,94,15,39,0
3,2,15,10,4,1,3,4,1,91,94,67,39,0
67,4,15,10,4,14,1,4,1,91,94,8,39,0
47,6,11,7,2,5,0,1,1,91,94,67,1,1
5,4,11,7,4,8,3,4,0,91,94,67,39,0
27,4,11,7,5,8,1,4,0,91,94,15,39,0
51,4,8,11,6,4,1,4,0,91,94,74,39,0
59,4,5,0,0,3,1,4,1,91,94,67,39,0
35,4,9,14,0,10,3,4,0,91,94,67,39,0
51,4,11,7,2,12,0,4,1,91,94,92,39,0
0,4,1,1,4,8,3,4,1,91,94,2,39,0
67,4,15,10,2,12,0,4,1,94,94,67,39,0
16,4,1,1,2,3,0,4,1,91,94,67,39,0
37,5,15,10,2,4,0,1,1,91,94,94,37,1
3,0,15,10,4,0,3,4,1,91,94,9,2,0
70,4,11,7,2,4,0,4,1,91,94,67,39,1
29,4,9,14,4,10,1,4,0,91,94,74,39,0
29,4,11,7,2,3,5,4,0,91,94,67,39,1
69,4,11,7,2,4,0,4,1,91,94,67,39,1
0,4,6,0,4,8,3,4,1,91,94,9,39,0
59,6,12,15,2,5,0,4,1,92,94,95,39,0
18,2,12,15,4,10,3,4,1,91,94,20,39,0
23,4,11,7,0,10,3,4,0,91,94,67,39,0
48,4,11,7,2,6,0,2,1,91,94,67,39,0
50,4,15,10,2,3,0,4,1,96,94,67,39,1
33,4,15,10,4,4,1,4,0,91,94,67,39,0
14,4,15,10,4,13,3,4,0,91,94,67,39,0
12,4,15,10,2,7,5,4,0,96,94,76,39,1
8,4,9,14,4,10,1,4,0,91,94,4,11,0
47,2,15,10,2,3,0,4,1,95,94,67,39,1
31,4,7,12,0,12,4,2,0,91,94,74,39,0
68,4,9,14,0,10,1,4,0,91,94,68,39,0
7,4,11,7,4,6,3,4,1,91,94,67,39,0
66,1,12,15,2,12,0,4,1,99,94,67,39,1
45,4,14,15,2,10,0,4,1,91,94,92,39,1
59,4,15,10,0,8,1,4,1,91,94,74,39,0
14,4,9,14,4,4,1,4,0,91,94,67,39,0
59,4,5,0,2,3,0,4,1,91,94,67,7,0
35,4,9,14,2,10,0,4,1,91,94,74,39,0
25,4,11,7,0,10,1,4,0,91,94,67,39,0
21,2,9,14,4,11,1,4,1,91,94,88,39,0
7,4,15,10,4,12,3,4,1,91,94,74,39,0
18,4,9,14,4,13,4,2,0,91,94,67,39,0
71,4,11,7,2,14,0,4,1,91,94,4,39,0
37,5,9,14,0,12,1,4,0,91,94,92,39,0
41,0,12,15,2,0,5,1,0,93,94,67,0,0
12,4,11,7,4,3,3,4,1,91,94,67,39,0
39,4,11,7,0,12,1,4,1,91,94,95,39,0
56,4,9,14,2,1,0,4,1,97,94,67,39,1
7,4,15,10,4,8,1,1,0,91,94,11,39,0
25,4,11,7,2,14,0,4,1,91,94,74,39,1
64,4,11,7,2,12,0,4,1,94,94,67,39,1
12,4,15,10,2,1,5,1,0,91,94,67,25,0
48,4,11,7,0,1,1,4,0,91,94,67,39,0
16,4,7,12,4,13,1,4,1,91,94,74,39,0
53,4,7,12,4,10,1,4,0,91,94,16,39,0
33,4,7,12,2,1,0,4,1,91,94,67,39,1
45,5,15,10,2,5,0,4,1,91,94,85,39,1
16,4,9,14,4,12,1,4,1,91,94,67,39,0
31,4,12,15,2,4,0,1,1,96,94,20,36,1
3,0,15,10,4,0,3,2,0,91,94,11,39,0
35,6,9,14,0,10,1,2,0,91,94,67,39,1
8,4,15,10,4,12,3,4,1,91,94,4,39,0
12,4,15,10,4,7,1,4,1,91,94,67,39,0
73,6,15,10,2,12,0,4,1,91,94,67,39,0
8,4,4,0,2,7,2,4,0,91,94,67,26,0
21,4,15,10,4,13,1,4,0,91,94,67,39,0
69,4,11,7,6,8,1,4,0,91,94,9,39,0
41,6,11,7,2,4,0,4,1,91,94,67,39,0
48,4,15,10,2,3,0,4,1,91,94,85,39,0
33,4,11,7,0,14,1,4,1,91,94,74,39,0
21,4,1,1,4,4,1,4,0,91,94,67,39,0
73,6,12,15,2,3,0,4,1,91,94,2,39,0
70,6,11,7,2,5,0,4,1,91,94,74,39,0
10,0,8,11,4,0,3,2,0,91,94,4,39,0
48,4,15,10,2,10,5,4,0,91,96,85,39,1
67,6,11,7,2,6,0,4,1,91,94,67,39,0
71,4,11,7,4,14,1,4,1,92,94,88,39,0
45,4,15,10,4,3,1,2,1,91,94,74,39,0
16,4,9,14,4,1,1,4,1,91,94,67,39,0
55,4,8,11,4,8,1,4,1,91,94,67,39,0
64,2,0,1,2,1,0,4,1,91,94,67,39,0
62,4,11,7,2,14,0,4,1,91,94,67,39,0
0,4,4,0,4,8,2,4,1,91,94,76,26,0
23,4,11,7,4,3,2,4,1,91,94,67,39,0
57,4,12,15,4,10,1,4,1,91,94,92,39,0
3,4,11,7,4,12,4,2,1,91,94,15,14,0
51,4,11,7,2,8,0,2,1,91,94,67,39,0
16,4,7,12,4,12,1,4,1,91,94,67,39,0
39,4,8,11,2,3,0,4,1,96,94,67,39,1
35,7,11,7,2,11,0,4,1,96,94,67,39,1
29,4,11,7,4,5,1,4,1,91,94,8,39,0
8,7,15,10,4,11,3,2,0,91,94,67,39,0
48,6,9,14,4,12,1,4,1,91,94,68,39,0
71,0,1,1,2,0,0,4,1,91,94,1,39,0
23,0,8,11,0,0,4,4,0,91,94,67,39,0
65,4,7,12,3,8,1,4,1,91,94,11,20,0
25,4,9,14,4,10,3,4,1,91,94,11,39,0
29,4,9,14,2,4,0,4,1,91,94,67,39,1
16,4,11,7,2,8,0,4,1,91,94,67,39,0
29,4,9,14,2,4,0,4,1,91,94,67,39,1
53,2,1,1,2,14,0,4,1,91,94,15,39,0
67,0,9,14,2,0,0,4,1,91,94,67,39,1
39,1,11,7,2,1,0,4,1,91,94,67,39,1
71,4,1,1,6,8,4,3,1,91,94,67,39,0
43,4,8,11,2,13,0,4,1,91,94,67,39,1
47,4,11,7,2,1,5,4,0,91,94,20,39,0
16,6,6,0,2,3,0,4,1,91,94,67,32,0
35,4,0,1,2,8,5,4,0,91,94,9,39,0
69,4,12,15,2,10,0,4,1,91,94,67,39,1
48,4,9,14,2,14,0,4,1,91,94,74,39,0
48,4,9,14,0,4,1,4,1,91,94,74,39,1
8,4,11,7,3,12,1,4,1,91,94,88,39,0
20,4,11,7,2,3,0,4,1,91,94,67,39,0
65,6,15,10,2,12,0,4,1,91,94,74,39,0
8,4,7,12,4,12,1,4,0,91,94,4,39,0
66,4,9,14,0,4,1,4,0,91,94,74,39,1
41,4,11,7,0,12,4,4,0,91,94,67,39,0
16,1,15,10,4,1,4,4,0,91,94,4,39,0
0,4,1,1,4,8,3,4,1,91,94,2,39,0
43,7,8,11,2,7,0,4,1,91,94,22,39,1
51,4,11,7,2,7,0,2,1,91,94,67,39,0
50,4,11,7,4,3,1,2,1,91,94,67,39,0
5,2,15,10,4,1,3,4,0,91,94,2,39,0
29,4,11,7,2,3,5,4,0,91,94,67,39,0
10,4,15,10,4,12,1,4,1,91,94,67,39,0
53,6,12,15,0,4,1,4,1,91,94,15,39,0
39,4,11,7,2,12,0,4,1,91,94,85,39,0
63,4,11,7,0,14,1,4,1,91,94,67,39,0
53,4,4,0,0,3,1,4,0,91,98,74,39,0
14,4,15,10,2,3,0,4,1,91,94,67,39,0
53,4,15,10,0,12,1,4,0,91,94,67,39,0
35,2,15,10,2,14,5,4,0,91,94,67,39,0
10,4,11,7,4,8,1,4,0,91,94,11,39,0
21,4,11,7,5,7,1,4,1,91,94,67,39,0
50,4,15,10,2,1,5,4,0,91,98,0,39,1
3,4,15,10,4,1,3,4,0,91,94,4,39,0
3,4,11,7,4,8,2,4,0,91,94,67,39,0
33,4,11,7,2,8,5,4,0,91,94,67,39,1
18,4,9,14,4,3,1,4,1,91,94,85,39,0
53,6,7,12,5,3,1,4,1,91,94,67,39,0
31,7,9,14,2,4,0,4,1,97,94,74,0,1
31,4,11,7,4,8,1,4,0,91,94,20,39,0
50,4,15,10,2,13,0,4,1,91,94,67,39,0
51,4,15,10,0,6,4,4,0,91,94,67,39,0
5,0,11,7,4,0,2,4,0,91,94,20,39,0
14,4,9,14,2,4,0,4,1,91,94,88,39,1
61,5,9,14,2,4,0,4,1,91,94,85,39,1
5,4,15,10,4,6,3,4,1,91,94,67,39,0
20,4,15,10,4,8,1,4,0,91,94,67,39,0
59,7,9,14,2,11,0,4,1,91,94,67,39,1
31,4,8,11,0,13,1,4,0,91,94,92,39,0
20,4,5,0,2,6,0,3,1,91,98,67,33,0
45,4,12,15,2,4,0,4,1,91,97,93,39,1
20,4,11,7,2,1,0,4,1,91,94,67,39,0
53,6,11,7,2,3,0,4,1,91,94,11,39,0
20,0,15,10,2,0,5,4,0,91,96,67,39,1
27,4,15,10,2,4,0,4,1,91,94,85,39,0
45,2,15,10,0,8,1,2,0,91,94,9,39,0
12,4,11,7,4,6,4,2,0,91,94,67,39,0
29,4,15,10,0,4,4,4,0,91,94,67,39,0
53,4,10,15,2,4,0,4,1,99,94,92,39,1
25,7,15,10,2,7,0,4,1,91,94,67,39,0
33,4,2,2,0,3,1,4,1,91,94,85,39,1
61,4,3,0,2,7,0,4,1,91,94,67,26,0
23,4,1,1,4,8,3,4,0,91,94,5,39,0
31,2,1,1,5,7,1,2,1,91,94,67,39,0
31,7,11,7,0,14,4,4,0,91,94,67,39,0
5,4,15,10,2,12,0,4,1,91,94,15,39,0
0,4,1,1,4,6,3,4,1,92,94,5,39,0
27,7,9,14,2,4,5,4,0,91,94,67,39,1
21,4,11,7,0,5,1,4,1,91,94,67,39,0
29,4,0,1,4,3,4,4,0,91,94,20,39,0
14,4,11,7,2,14,0,4,1,91,94,92,39,0
35,1,12,15,4,10,1,4,1,91,94,67,39,0
10,4,11,7,4,6,1,4,1,91,94,94,6,0
70,5,11,7,2,4,0,4,1,91,94,67,39,1
55,2,12,15,2,10,0,4,1,91,94,67,39,0
73,0,11,7,6,0,1,4,1,91,94,9,39,0
0,0,1,1,4,0,3,4,1,91,94,67,39,0
43,6,9,14,3,10,1,4,0,92,94,67,39,0
23,4,7,12,2,8,5,4,0,91,94,11,39,1
18,4,15,10,4,3,3,1,1,91,98,67,30,0
29,4,12,15,2,10,0,4,1,91,94,85,39,1
31,2,11,7,4,5,1,2,1,91,94,92,39,0
31,2,15,10,4,11,1,4,0,91,94,67,39,0
10,4,15,10,2,1,0,4,1,91,94,67,39,0
47,2,15,10,2,1,5,4,0,91,94,67,39,0
21,4,9,14,4,10,1,4,1,91,94,67,39,0
51,4,11,7,0,1,1,4,0,91,94,12,39,0
12,1,11,7,4,2,3,4,1,91,94,67,39,0
50,4,15,10,2,10,0,4,1,91,94,67,39,1
18,4,6,0,4,3,2,4,1,91,94,67,26,0
5,4,15,10,4,12,1,4,1,91,94,20,39,0
50,4,11,7,6,4,4,2,0,91,94,67,39,0
60,4,11,7,2,3,0,0,1,91,94,67,39,0
5,4,11,7,2,7,0,4,1,91,94,67,39,0
0,0,1,1,4,0,3,4,0,91,94,0,39,0
3,4,11,7,4,7,3,2,0,91,94,67,39,0
51,5,15,10,2,3,0,4,1,91,94,88,39,1
68,4,11,7,2,3,0,4,1,91,94,67,39,1
47,4,7,12,2,4,0,2,1,91,94,67,0,1
50,6,11,7,2,12,5,4,0,91,94,67,39,1
43,4,8,11,2,7,0,1,1,91,94,67,39,1
23,4,11,7,2,4,5,4,0,91,94,67,39,0
39,4,15,10,2,14,0,2,1,91,94,85,39,0
10,4,11,7,2,14,0,4,1,91,94,92,39,0
27,0,15,10,2,0,0,4,1,91,94,67,39,0
50,4,7,12,4,5,3,4,1,91,94,67,39,0
63,2,11,7,2,14,0,2,1,91,94,67,39,0
27,4,9,14,2,10,0,4,1,91,94,85,39,0
59,4,3,0,3,3,4,4,1,91,94,67,39,0
12,4,9,14,4,13,1,4,0,91,94,8,39,0
37,4,11,7,2,1,5,4,0,91,94,92,39,0
61,4,11,7,0,14,4,4,1,91,94,67,39,0
39,4,15,10,2,14,0,4,1,91,94,67,39,0
57,4,12,15,2,4,0,4,1,91,97,74,39,1
23,4,9,14,2,13,5,4,0,91,94,4,39,1
68,4,15,10,4,10,4,4,1,91,94,67,39,1
8,0,15,10,4,0,3,4,1,91,94,67,39,0
33,4,11,7,4,3,1,4,1,91,94,67,39,0
23,4,11,7,4,14,1,4,1,91,94,92,39,0
71,4,8,11,0,8,1,4,0,91,94,9,39,0
53,4,9,14,4,3,1,4,0,91,94,67,39,0
0,4,6,0,4,8,1,4,1,91,94,0,39,0
8,4,15,10,4,6,3,4,1,91,94,15,39,0
18,4,0,1,4,8,1,4,1,91,94,67,39,0
10,4,11,7,4,8,4,4,0,91,94,20,39,0
29,4,7,12,2,3,0,4,1,91,94,74,32,0
48,6,15,10,2,3,0,4,1,91,94,8,39,0
20,7,9,14,4,10,1,4,1,91,94,8,39,0
45,4,11,7,3,3,4,4,0,91,94,67,39,0
61,0,2,2,4,0,2,2,1,91,94,67,39,0
14,4,15,10,3,1,3,2,0,91,94,8,39,0
70,0,3,0,2,0,0,4,1,91,94,20,39,0
67,2,11,7,2,14,0,4,1,91,94,74,39,0
51,2,9,14,0,10,4,4,0,91,94,67,39,0
39,4,9,14,2,12,0,4,1,99,94,92,39,1
43,4,11,7,4,8,1,4,0,91,94,20,39,0
53,1,11,7,0,1,1,4,1,91,94,67,39,0
33,4,7,12,4,4,1,4,0,91,94,92,39,0
